phoneme	default	jaw_open_a	jaw_open_o	jaw_chew	jaw_front	jaw_back	jaw_up	jaw_right	jaw_left	corner_right_tight	corner_left_tight	corner_right_spread	corner_left_spread	corner_right_out	corner_left_out	corner_right_in	corner_left_in	corner_right_up	corner_left_up	corner_right_down	corner_left_down	lips_in	lips_out	lips_up	lips_down	lips_right	lips_left	lip_upper_front	lip_lower_front	lip_upper_back	lip_lower_back	lip_upper_out	lip_lower_out	lips_blow	lip_lower_center_up	lip_lower_right_up	lip_lower_left_up	lip_lower_center_down	lip_lower_right_down	lip_lower_left_down	lip_lower_in	lip_upper_center_up	lip_upper_right_up	lip_upper_left_up	lip_upper_center_down	lip_upper_right_down	lip_upper_left_down	lip_upper_in	cheek_right_up	cheek_left_up	cheek_right_down	cheek_left_down	brow_right_up	brow_left_up	brow_right_down	brow_left_down	brow_right_in	brow_left_in	brow_inner_right_up	brow_inner_left_up	brow_middle_right_up	brow_middle_left_up	brow_outer_right_up	brow_outer_left_up	nose_right	nose_left	nose_up	nose_down	nostrils_out	thyroid_up	ears_back	eye_right_right	eye_left_right	eye_right_left	eye_left_left	eye_right_up	eye_left_up	eye_right_down	eye_left_down	iris_wide	iris_narrow	eyelids_upper_right_down	eyelids_upper_left_down	eyelids_upper_right_up	eyelids_upper_left_up	eyelids_lower_right_up	eyelids_lower_left_up	eyelids_lower_right_down	eyelids_lower_left_down	eyelid_upper_inner_left_down	eyelid_upper_inner_right_down	eyelid_upper_center_left_down	eyelid_upper_center_right_down	eyelid_upper_outer_left_down	eyelid_upper_outer_right_down	eyelid_lower_inner_left_up	eyelid_lower_inner_right_up	eyelid_lower_center_left_up	eyelid_lower_center_right_up	eyelid_lower_outer_left_up	eyelid_lower_outer_right_up	eyelid_upper_inner_left_up	eyelid_upper_inner_right_up	eyelid_upper_center_left_up	eyelid_upper_center_right_up	eyelid_upper_outer_left_up	eyelid_upper_outer_right_up	eyelid_lower_inner_left_down	eyelid_lower_inner_right_down	eyelid_lower_center_left_down	eyelid_lower_center_right_down	eyelid_lower_outer_left_down	eyelid_lower_outer_right_down	tongue_front	tongue_up	tongue_down	tongue_left	tongue_right	tongue_roll	tongue_wide	tongue_up_flat	tongue_turn_left	tongue_turn_right	tongue_low	tongue_back	empty_pose_03	empty_pose_04	empty_pose_05	empty_pose_06	normal0	normal1	normal2	normal3	normal4	normal5	normal6	normal7	normal8	normal9	normal10	normal11	normal12	normal13	normal14	normal15
AA	0.000000	0.300000	0.162500	0.000000	0.000000	0.000000	0.000000	0.000000	0.218750	0.000000	0.000000	0.312500	0.325000	0.118750	0.112500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.131250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.087500	0.093750	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.087500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.743750	0.000000	0.000000	0.000000	0.000000	0.856250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
AE	0.000000	0.293750	0.075000	0.000000	0.331250	0.000000	0.000000	0.000000	0.118750	0.443749	0.412500	0.000000	0.000000	0.481249	0.431250	0.000000	0.000000	0.087500	0.118750	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006250	0.000000	0.000000	0.000000	0.000000	0.225000	0.018750	0.000000	0.000000	0.206250	0.000000	0.000000	0.112500	0.218750	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.093750	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.075000	0.000000	0.456250	0.000000	0.000000	0.000000	0.875000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
AH	0.000000	0.312500	0.118750	0.000000	0.425000	0.000000	0.000000	0.000000	0.250000	0.000000	0.000000	0.350000	0.343750	0.031250	0.018750	0.000000	0.000000	0.000000	0.000000	0.200000	0.212500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.193750	0.000000	0.000000	0.000000	0.087500	0.000000	0.000000	0.000000	0.000000	0.206250	0.000000	0.000000	0.000000	0.000000	0.000000	0.081250	0.000000	0.075000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.437500	0.318750	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
AO	0.000000	0.000000	0.381251	0.256250	0.000000	0.000000	0.000000	0.000000	0.212500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.187500	0.231250	0.000000	0.000000	0.000000	0.000000	0.000000	0.081250	0.000000	0.000000	0.000000	0.000000	0.162500	0.125000	0.000000	0.000000	0.000000	0.168750	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.050000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.481250	0.000000	0.000000	0.687500	0.006250	0.262500	0.000000	0.000000	0.000000	0.637500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
AW	0.000000	0.312500	0.012500	0.000000	0.200000	0.000000	0.000000	0.000000	0.031250	0.000000	0.000000	0.200000	0.100000	0.293750	0.181250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.256250	0.268750	0.006250	0.025000	0.031250	0.000000	0.000000	0.000000	0.168750	0.025000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.250000	0.000000	0.000000	0.000000	0.000000	0.162500	0.000000	0.000000	0.000000	0.475000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
AY	0.000000	0.318750	0.056250	0.000000	0.093750	0.000000	0.000000	0.000000	0.287500	0.000000	0.000000	0.000000	0.000000	0.550000	0.518750	0.000000	0.000000	0.000000	0.000000	0.187500	0.187500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.193750	0.000000	0.000000	0.000000	0.000000	0.075000	0.187500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.062500	0.068750	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.206250	0.000000	0.000000	0.156250	0.000000	0.000000	0.000000	0.000000	0.000000	0.181250	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CH	0.000000	0.031250	0.000000	0.000000	0.237500	0.000000	0.000000	0.000000	0.000000	0.481250	0.500000	0.000000	0.000000	0.000000	0.000000	0.293750	0.318750	0.000000	0.000000	0.000000	0.000000	0.000000	0.481250	0.118750	0.000000	0.000000	0.000000	0.306250	0.281250	0.000000	0.000000	0.000000	0.068750	0.000000	0.000000	0.000000	0.000000	0.318750	0.250000	0.206250	0.000000	0.656251	0.125000	0.231250	0.000000	0.000000	0.000000	0.087500	0.000000	0.000000	0.000000	0.006250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.150000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.012500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
DH	0.000000	0.068750	0.212500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.312500	0.450000	0.000000	0.000000	0.412501	0.418751	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.125000	0.250000	0.000000	0.012500	0.575000	0.000000	0.000000	0.000000	0.000000	0.118750	0.000000	0.000000	0.000000	0.293750	0.200000	0.356250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.187500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.337500	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.987500	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
EH	0.000000	0.118750	0.056250	0.000000	0.093750	0.000000	0.000000	0.000000	0.087500	0.437500	0.418750	0.000000	0.000000	0.456249	0.468750	0.000000	0.000000	0.056250	0.081250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.293750	0.212500	0.400000	0.000000	0.187500	0.068750	0.137500	0.000000	0.000000	0.000000	0.000000	0.031250	0.037500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.506250	0.000000	0.000000	0.000000	0.568750	0.293750	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.981250	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ER	0.000000	0.000000	0.212500	0.000000	0.431250	0.000000	0.000000	0.000000	0.000000	0.256250	0.212500	0.000000	0.000000	0.000000	0.000000	0.050000	0.037500	0.081250	0.050000	0.000000	0.000000	0.000000	0.193750	0.000000	0.000000	0.000000	0.000000	0.200000	0.100000	0.000000	0.000000	0.000000	0.056250	0.000000	0.087500	0.250000	0.293750	0.000000	0.000000	0.000000	0.000000	0.118750	0.000000	0.137500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.412500	0.000000	0.000000	0.000000	0.506250	0.000000	0.000000	0.000000	0.000000	0.775000	0.549999	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
